FabricType,StitchCount,ThreadTension,SeamStrength,ColorConsistency,MeasurementAccuracy,ButtonAttachmentStrength,LabelPositionAccuracy,PrintAlignment,BrokenStitches,OilStains,LooseThreads,IroningQuality,PackingQuality,Shift,GarmentType,Humidity,Temperature,ProductionTimePerPiece(min),DefectCountInBatch,IsDefective
Linen,51.42961501,4.23691646,34.28359671,1,99.77946359,30.52,1,Slightly Off,7.863027486,1,0,0,Damaged,Morning,Blazer,57.66661792,25.02107041,5.69,1,0
Linen,47.46627036,3.404348251,26.17542547,1,99.33839078,26.6,0,Aligned,11.37598873,0,1,0,Good,Morning,Jeans,51.00831598,24.3046498,5.47,3,0
Cotton,50.67122926,4.328276804,34.71876291,1,98.89731797,26.73,0,Slightly Off,13.30032074,0,4,1,Good,Evening,Shirt,51.50286738,29.55753108,6.43,5,1
Cotton,39.31697041,3.512659165,26.05113021,1,99.55892719,20.05,1,Aligned,14.83025358,1,5,0,Good,Morning,Blazer,46.01139712,25.6412581,5.83,2,1
Cotton,43.39241925,4.393542302,38.47436167,1,99.77946359,23.53,0,Misaligned,10.46460058,0,0,0,Good,Morning,Jeans,54.57858547,23.60525048,4.1,1,0
Linen,60.61468576,4.57929779,40.90417708,1,99.33839078,25.5,1,Misaligned,17.92059565,0,3,0,Wet,Morning,Shirt,59.47749853,25.77306167,4.18,3,0
Cotton,42.97960231,3.589658841,28.31709976,1,99.33839078,34.09,0,Aligned,17.50538507,0,6,0,Wet,Night,Trousers,52.3086266,25.41652207,5.9,3,1
Denim,50.13354748,4.481688065,31.69403625,1,99.11785438,31.52,0,Aligned,14.75638206,0,2,0,Good,Evening,Trousers,47.26488951,25.81778144,5.27,4,1
Linen,51.89597201,4.206390463,32.0795942,1,99.33839078,29.28,0,Aligned,13.68919354,0,3,1,Wet,Evening,Shirt,54.03783319,29.14027711,5.51,3,0
Polyester,53.69738783,4.41103008,34.73627466,1,99.77946359,36.02,0,Misaligned,12.5535651,1,3,0,Damaged,Night,Jeans,58.97087844,25.11668454,6.39,1,0
Polyester,60.22205341,4.948396491,41.10378856,1,99.33839078,30.43,0,Aligned,11.25993513,1,3,0,Damaged,Evening,Blazer,56.2796929,25.86132467,6.69,3,0
Polyester,45.44218099,3.877305942,27.99440787,0,99.11785438,32.31,0,Aligned,6.830300731,0,5,1,Good,Night,Jeans,77.29549972,28.92944529,4.81,4,1
Polyester,51.58937381,3.623131918,26.67756839,1,100,37.38,1,Misaligned,9.599883094,0,10,1,Damaged,Night,Shirt,48.4358409,28.33179176,3.67,0,1
Linen,41.99461476,3.555242785,29.9739707,1,99.55892719,35.27,1,Aligned,12.22310407,0,8,0,Good,Evening,Jeans,53.49683102,24.93873769,5.9,2,0
Linen,51.20174867,3.592094858,31.55348536,0,99.33839078,38.31,1,Misaligned,13.19942777,1,1,1,Wet,Evening,Trousers,62.79297465,29.89808563,6.84,3,1
Denim,50.35797438,3.961449145,29.82681103,1,99.11785438,27.21,0,Misaligned,11.70373214,1,6,1,Damaged,Morning,Blazer,48.05320149,29.72825063,4.03,4,1
Cotton,51.80276256,4.170575987,29.36495674,0,99.55892719,28.35,1,Slightly Off,12.47567837,0,1,1,Good,Evening,Trousers,74.28218878,29.51750392,4.84,2,0
Cotton,49.09377103,4.1383454,42.9591178,1,99.55892719,39.13,1,Slightly Off,5.413407551,1,4,1,Damaged,Morning,Trousers,55.0461607,27.90769,5.26,2,1
Denim,57.83288296,4.413591625,37.65864571,0,100,30.34,0,Aligned,12.68980966,1,8,1,Damaged,Night,Shirt,60.61143788,26.4790269,5.51,0,1
Polyester,48.64297019,4.006500946,31.25099628,1,99.55892719,22.25,1,Misaligned,12.17341078,1,4,0,Damaged,Morning,Trousers,55.19013636,23.7774582,4.8,2,1
Denim,52.06054839,4.726767039,40.42123014,0,99.33839078,24.03,0,Misaligned,9.984116047,1,9,0,Wet,Night,Shirt,65.18637945,22.84919998,6.98,3,1
Denim,41.58459805,3.867671583,30.56800278,1,99.77946359,22.46,0,Misaligned,15.04659294,0,9,1,Damaged,Evening,Jeans,44.37155501,26.74562391,6.7,1,1
Cotton,66.43343811,5.360084583,45.48214733,0,99.11785438,35.52,1,Aligned,6.143230683,1,3,1,Good,Night,Trousers,70.71847528,27.04260631,3.05,4,0
Denim,47.21710966,4.312833674,34.98084898,1,99.77946359,26.99,0,Slightly Off,10.66364809,1,1,1,Wet,Morning,Shirt,57.31718805,26.21642256,6.12,1,0
Polyester,42.54589938,3.571421222,28.84518547,0,99.33839078,26.17,1,Aligned,13.71041279,0,4,1,Damaged,Evening,Shirt,61.58458877,26.66699656,6.44,3,0
Denim,46.8605677,3.464553751,27.3756844,1,99.33839078,31.81,0,Slightly Off,10.51185857,1,5,0,Wet,Morning,Jeans,47.61624681,31.09084006,6.82,3,1
Linen,52.41468538,4.241236208,29.58774566,1,100,22.81,0,Slightly Off,5.507495651,0,1,0,Wet,Evening,Jeans,58.37243014,31.88209532,5.5,0,0
Cotton,43.04854894,3.888268607,36.92043356,1,99.33839078,31.67,1,Aligned,8.764342454,0,4,0,Damaged,Night,Jeans,45.32010038,23.68216189,4.5,3,0
Linen,59.33394052,4.357000247,32.03140022,0,99.33839078,24.68,1,Aligned,11.09183774,1,8,1,Damaged,Evening,Blazer,66.75644431,27.86554333,6.86,3,0
Cotton,53.57880193,4.236618812,29.81287977,1,100,28.64,0,Aligned,10.77970314,1,2,1,Wet,Night,Trousers,42.10191582,27.1559066,6.78,0,0
Denim,52.65199146,3.963585544,31.0701047,1,99.11785438,22.76,0,Misaligned,12.01803077,1,7,1,Good,Evening,Trousers,56.54173418,29.02489447,4.08,4,1
Denim,31.58144598,3.576603141,25.72840969,1,99.77946359,37.8,1,Misaligned,10.86896319,0,2,0,Damaged,Night,Jeans,51.11573885,32.20063171,3.33,1,0
Cotton,40.56518104,3.242576388,25.78547273,1,100,28.58,1,Slightly Off,9.578055727,1,0,0,Good,Night,Blazer,39.37372112,33.5639999,3.14,0,1
Denim,49.53169947,3.776742524,32.27723174,1,99.33839078,28.91,1,Slightly Off,12.85753973,1,2,1,Good,Night,Trousers,45.6464127,29.15886068,6.66,3,0
Denim,61.63983598,4.428199397,38.41150388,1,100,28.92,1,Misaligned,10.64403222,0,5,1,Damaged,Evening,Shirt,59.49593727,27.12021237,5.69,0,1
Denim,41.96546954,4.107046872,35.30056714,1,99.55892719,25.05,1,Slightly Off,13.6994109,1,4,0,Wet,Night,Blazer,46.03443002,25.91230787,5.73,2,0
Polyester,46.55614027,3.377130611,26.10014872,1,99.33839078,28.95,1,Misaligned,11.00268443,0,4,0,Damaged,Morning,Trousers,48.30829435,34.46033807,6.57,3,0
Denim,57.26098698,4.086590463,32.84149919,1,99.77946359,30.19,1,Misaligned,5.764263102,0,8,0,Good,Evening,Jeans,58.73344573,24.6977541,5.91,1,0
Polyester,40.22545939,4.19265869,34.76490667,0,99.11785438,33.98,1,Misaligned,3.801302685,1,6,1,Good,Evening,Jeans,64.14841516,29.4681278,4.96,4,0
Denim,45.08981093,3.558071282,23.19120798,0,98.89731797,28.92,1,Aligned,11.67944979,0,5,1,Good,Evening,Jeans,61.60776521,26.20739171,5.66,5,0
Linen,52.01045471,4.076862553,34.32665452,1,99.33839078,25.26,0,Aligned,12.23000238,1,6,0,Damaged,Morning,Shirt,54.53422976,22.98410886,4.27,3,0
Denim,46.714214,4.029104359,27.86093701,1,99.77946359,26.74,1,Slightly Off,11.24485372,1,6,0,Good,Morning,Jeans,57.17639064,32.14654309,5.98,1,0
Linen,38.69170591,3.428514851,33.54915861,1,99.55892719,35.5,0,Aligned,11.44751894,1,5,0,Wet,Evening,Blazer,56.1874575,21.77322587,3.87,2,0
Linen,53.48599373,4.17889368,32.21760419,1,99.77946359,32.29,1,Aligned,6.8680654,1,5,0,Wet,Morning,Blazer,44.63644023,20.55370623,6.64,1,0
Cotton,48.28979839,4.280392263,33.68851257,1,98.89731797,35.45,0,Misaligned,5.77112886,0,4,1,Damaged,Morning,Jeans,57.79439091,29.10034688,4.8,5,1
Denim,53.41206082,4.541525622,34.02308367,1,99.33839078,27.57,0,Misaligned,12.0187731,0,5,1,Wet,Night,Jeans,44.54740452,26.08703604,3.2,3,0
Cotton,58.38498682,4.526901026,34.32529811,0,99.55892719,34.24,1,Aligned,10.26339426,0,1,1,Good,Evening,Shirt,61.14276141,28.29478284,4.22,2,1
Denim,48.50419904,3.311165316,33.31160324,1,99.11785438,20.84,0,Slightly Off,12.28711442,0,10,1,Good,Night,Trousers,56.3513564,26.97859344,5.67,4,1
Linen,45.06297112,3.53108748,31.06980891,1,99.55892719,33.58,1,Misaligned,8.312572175,0,3,1,Damaged,Evening,Blazer,33.35799932,28.80184599,4.98,2,0
Cotton,51.75763408,4.257517634,29.41253373,0,99.77946359,38.14,0,Misaligned,8.586194933,0,9,1,Damaged,Morning,Blazer,64.79117177,26.11291124,6.72,1,1
Cotton,48.50072828,4.256892975,38.56778251,1,99.77946359,21.18,1,Slightly Off,11.6215271,0,0,1,Good,Evening,Blazer,49.77968256,29.706709,5.88,1,1
Linen,46.03728591,4.257523843,37.63991757,1,100,33.87,1,Aligned,12.33880017,1,6,1,Good,Evening,Blazer,48.95196,29.79313603,3.55,0,1
Cotton,76.66428015,5.926365745,46.56728858,0,99.11785438,39.79,1,Misaligned,7.654548113,1,5,0,Damaged,Morning,Blazer,64.55903542,31.64673689,5.05,4,0
Denim,50.65809381,4.285445255,35.20365287,1,99.77946359,24.39,0,Misaligned,15.56685777,0,3,0,Good,Morning,Trousers,53.36738018,30.79208767,5.53,1,1
Linen,60.56691021,4.56778282,36.49743032,0,100,39.54,0,Misaligned,9.137952672,0,8,1,Good,Night,Shirt,60.97412173,26.68065373,5.81,0,0
Denim,52.07625119,4.477000882,41.73374677,1,98.89731797,38.35,0,Misaligned,14.906614,0,8,1,Damaged,Evening,Blazer,48.46644354,29.08848043,3.16,5,1
Denim,48.6619042,4.325695626,32.21669444,0,98.89731797,30.56,0,Misaligned,11.99920903,0,3,1,Wet,Morning,Jeans,63.0366925,28.25209572,3.16,5,0
Polyester,48.21237898,3.842365378,31.17695485,1,99.11785438,24.28,0,Aligned,12.63966957,0,10,1,Good,Evening,Jeans,56.9720036,28.26328373,6.11,4,0
Cotton,52.17113563,4.37948461,33.75144089,1,99.77946359,20.17,1,Slightly Off,14.03859893,0,3,0,Good,Night,Jeans,59.04916661,23.02869487,4.43,1,0
Polyester,37.33540569,3.613587393,24.60957793,1,99.77946359,27.9,1,Slightly Off,10.90044317,1,6,1,Damaged,Evening,Blazer,53.21476382,29.25965836,3.9,1,1
Polyester,55.66593001,3.881590697,37.62764034,0,99.11785438,28.25,0,Slightly Off,11.24920823,1,10,1,Good,Morning,Trousers,71.29769934,28.82621779,6.02,4,0
Polyester,41.95289984,3.757318226,26.51384607,0,99.77946359,31.05,0,Aligned,8.81473885,0,5,0,Good,Night,Blazer,73.70443207,32.460852,6.34,1,0
Cotton,53.12920244,4.04093707,32.98788412,1,99.55892719,39.04,1,Slightly Off,14.72376343,0,1,0,Damaged,Morning,Blazer,32.96282786,30.49674866,6.75,2,0
Cotton,66.09723455,5.157329283,36.03653245,0,99.33839078,38.24,1,Slightly Off,10.69185776,0,4,1,Good,Morning,Trousers,64.26355742,27.44871974,3.23,3,1
Linen,30.49909502,3.066367404,23.33372761,1,98.89731797,38.31,1,Misaligned,17.16064525,0,8,1,Damaged,Morning,Trousers,44.2025936,26.69474574,6.44,5,1
Cotton,47.10562292,4.343130095,36.01094723,0,98.89731797,32.68,0,Misaligned,11.92833002,1,2,0,Damaged,Morning,Jeans,60.09676844,23.98777213,5.39,5,0
Linen,36.81615807,3.193642064,23.07493458,1,99.33839078,32.15,1,Slightly Off,16.92184252,1,3,0,Damaged,Evening,Jeans,37.22323919,32.45314115,5.89,3,0
Polyester,40.84017608,3.764034067,31.87267809,1,99.55892719,37.2,1,Misaligned,10.23006449,1,6,0,Good,Evening,Blazer,59.03238221,23.80375166,4.58,2,0
Linen,63.16598544,4.544475298,35.54867911,1,99.77946359,24.36,1,Misaligned,13.87276837,0,2,0,Wet,Evening,Trousers,46.63762459,21.39302312,3.06,1,0
Linen,47.38480193,4.03214001,35.73736761,1,99.55892719,21.94,1,Aligned,10.7422752,1,7,1,Wet,Morning,Trousers,50.41178952,29.6996395,4.85,2,1
Cotton,45.98227655,3.461127611,31.77430363,1,99.11785438,34.96,1,Misaligned,13.08534059,0,4,1,Damaged,Evening,Jeans,50.67905825,27.26087588,6.82,4,1
Linen,46.27636469,3.642348145,27.37855088,1,100,22.42,0,Misaligned,14.90037025,0,1,1,Good,Night,Blazer,47.65449279,27.7932361,5.93,0,0
Denim,53.39769874,4.339798874,34.94858957,1,99.33839078,31.42,0,Slightly Off,18.30392598,1,3,1,Damaged,Night,Shirt,47.92591498,27.55970751,5.78,3,0
Denim,43.81940626,3.634816684,29.62889615,1,99.33839078,29.83,1,Slightly Off,15.19052525,0,5,0,Wet,Morning,Jeans,51.01985842,23.82586316,4.69,3,1
Denim,55.48440508,4.108229295,34.72388224,1,99.11785438,38.11,0,Slightly Off,14.52657982,0,0,1,Damaged,Morning,Trousers,53.4606881,28.10655724,6.9,4,1
Denim,44.14796617,4.02278592,32.22543335,1,99.55892719,22.49,1,Slightly Off,10.3182943,1,4,1,Wet,Evening,Blazer,58.23131871,26.0316466,3.78,2,0
Denim,52.72207447,3.674199826,29.96423149,0,99.77946359,39.51,1,Slightly Off,13.12259432,0,3,0,Damaged,Morning,Blazer,73.60709096,25.61168637,6.61,1,0
Cotton,54.42754863,5.071972045,39.84555693,1,99.11785438,28.64,0,Slightly Off,9.568454109,1,4,0,Wet,Night,Trousers,45.53124128,31.26910213,5.83,4,1
Polyester,55.71107276,4.316959511,34.88139569,1,99.77946359,20.96,0,Slightly Off,15.58907938,1,6,1,Good,Evening,Blazer,56.26708688,29.37327409,4.96,1,1
Denim,30,2.987428707,27.79325023,0,99.77946359,39.22,0,Misaligned,13.58734,0,8,0,Damaged,Evening,Shirt,62.72652424,20.09723012,4.65,1,1
Polyester,47.54019813,4.093227157,34.68406698,1,99.77946359,29.73,1,Aligned,15.79917124,1,5,1,Wet,Morning,Shirt,47.91108048,27.64892302,3.93,1,0
Cotton,44.4958309,3.669106768,31.45662106,1,99.55892719,29.15,0,Aligned,8.756846345,0,5,0,Wet,Night,Jeans,32.42730001,30.19816708,5.94,2,1
Denim,50.68112326,4.426216667,37.57894431,1,98.89731797,20.81,1,Aligned,15.34389864,0,0,0,Good,Evening,Shirt,35.90722085,23.26214545,4.57,5,1
Cotton,42.33652772,3.603739631,28.36849071,1,99.11785438,33.67,0,Aligned,10.2083182,1,6,0,Wet,Morning,Trousers,32.79510327,24.40899641,6.01,4,0
Polyester,40.37672911,3.942631779,32.49753536,0,99.33839078,28.53,1,Misaligned,14.67638891,0,5,0,Good,Night,Trousers,70.40116885,30.00079571,3.01,3,0
Polyester,46.09267133,4.252493639,30.76442808,0,99.33839078,20.22,0,Slightly Off,8.902021334,1,4,0,Damaged,Night,Shirt,61.14155291,25.63804005,3.61,3,0
Polyester,55.6858547,4.432877597,39.26944375,0,100,38.08,0,Aligned,12.98928658,1,3,0,Damaged,Evening,Trousers,62.55975361,21.06533773,4.9,0,0
Linen,40.94658068,3.399851796,18.84993307,0,99.33839078,21.51,1,Misaligned,10.31253493,1,1,0,Wet,Morning,Shirt,64.81408072,30.59922568,3.53,3,1
Linen,42.54035246,3.832749382,30.40054988,1,99.77946359,20.02,0,Misaligned,15.44394406,0,6,1,Damaged,Night,Shirt,49.24529293,26.47708192,4.33,1,1
Cotton,51.77171695,3.762527344,33.52290669,0,99.55892719,34.79,0,Misaligned,15.01068171,1,5,1,Good,Morning,Jeans,78.03044698,28.12110696,3.21,2,1
Denim,37.9803701,3.673335384,25.29507927,1,99.33839078,35.32,1,Slightly Off,10.85126696,1,5,1,Wet,Night,Trousers,58.35466593,26.85215349,3.89,3,1
Denim,56.78477311,4.88272712,40.26115671,1,99.55892719,38.84,1,Misaligned,11.96879929,1,2,0,Damaged,Evening,Blazer,54.27227483,30.36293114,6.75,2,0
Denim,47.90160887,4.202490855,31.5776275,0,99.55892719,23.38,1,Slightly Off,14.43731623,0,2,0,Wet,Evening,Blazer,66.10001815,23.70306759,6.69,2,0
Polyester,43.50988441,3.369558023,25.85005439,0,99.55892719,21.84,0,Aligned,10.49092679,1,8,1,Wet,Morning,Shirt,61.67299873,28.99234926,6.51,2,1
Cotton,53.74799014,4.458930974,38.50927067,0,99.77946359,34.58,0,Misaligned,7.98012952,0,5,0,Damaged,Night,Shirt,68.3504593,30.95610246,3.85,1,0
Cotton,60.19211095,5.061078099,41.08279557,0,99.55892719,34.51,1,Misaligned,6.66392961,1,8,0,Good,Night,Shirt,68.93833245,22.95189064,4.38,2,1
Polyester,44.97370804,4.51623263,30.02679344,1,99.55892719,23.44,0,Slightly Off,7.328526638,0,0,0,Good,Morning,Jeans,51.46753457,24.78137244,6.82,2,1
Denim,43.20895261,3.240315017,22.99324352,1,99.11785438,30.63,1,Aligned,10.29109143,0,1,0,Damaged,Night,Trousers,56.87024821,31.93390672,3.18,4,0
Polyester,44.00546649,3.757882964,32.98907091,1,99.33839078,22.56,0,Misaligned,15.2585987,1,1,0,Good,Morning,Blazer,45.90804633,30.24348871,6.79,3,1
Denim,56.17977198,4.633455575,38.41447275,1,99.11785438,33.45,0,Misaligned,12.40663831,0,5,0,Good,Evening,Shirt,38.71717828,24.54205113,5.69,4,1
Polyester,40.01116711,3.646165267,34.41372886,0,99.77946359,36.34,1,Slightly Off,7.619662904,0,10,0,Damaged,Evening,Blazer,63.36797218,23.356498,4.18,1,1
Cotton,46.13377275,4.221909714,38.82322049,0,99.77946359,22.85,0,Aligned,10.02567962,0,5,1,Good,Evening,Jeans,64.57035864,27.84804808,5.45,1,1
Linen,60.14424311,4.387317027,34.07180082,1,99.33839078,32.75,1,Aligned,7.75185618,0,6,1,Good,Night,Jeans,35.1776006,27.98883872,5.08,3,1
Cotton,33.57222428,3.536534764,35.80199153,1,99.77946359,23.75,1,Aligned,15.51152106,0,4,1,Damaged,Evening,Jeans,47.82791937,26.82257171,4.04,1,1
Linen,42.37185272,3.970237322,31.83533759,1,99.77946359,20.42,1,Aligned,10.71058815,0,5,0,Good,Evening,Jeans,55.56083398,34.00003741,6.29,1,1
Polyester,37.40246076,2.5,17.1119944,1,98.89731797,35.16,0,Slightly Off,10.36671773,1,5,1,Damaged,Night,Trousers,56.51387742,28.94025314,3.25,5,0
Linen,45.05740606,3.487806179,26.00152984,0,99.77946359,39.84,1,Aligned,13.53488284,1,3,0,Wet,Night,Shirt,75.45000911,24.4786678,5.98,1,1
Polyester,44.85727843,3.873715924,24.21955208,1,98.89731797,30.66,0,Slightly Off,14.07204448,0,10,0,Damaged,Evening,Shirt,48.73061882,30.17295059,4.91,5,1
Linen,46.74628248,3.376108409,31.8299243,1,99.33839078,26.94,0,Slightly Off,10.38668788,1,3,1,Good,Evening,Blazer,53.28693525,27.1745325,4.46,3,1
Cotton,60.02876841,4.816205652,43.31393118,0,99.55892719,23.93,1,Misaligned,9.572840946,1,5,0,Damaged,Night,Jeans,61.49857374,24.9698526,4.22,2,1
Cotton,40.58245219,3.284929311,23.23291217,1,99.77946359,34.92,1,Aligned,10.72295492,0,8,1,Damaged,Night,Blazer,51.49796908,29.70311561,4.58,1,1
Polyester,46.48754317,3.779977757,29.55616919,1,99.55892719,28.49,1,Misaligned,16.17218666,1,4,0,Good,Morning,Jeans,49.9502387,31.42677416,6.36,2,0
Linen,51.11063455,4.065370289,32.80978494,1,98.89731797,22.82,1,Slightly Off,10.57518501,1,5,1,Damaged,Night,Trousers,49.1294009,27.64754799,6.22,5,1
Linen,59.17610224,4.720636645,34.884034,1,99.11785438,26.34,0,Slightly Off,8.393212119,1,1,0,Wet,Evening,Shirt,57.32980255,24.06820361,3.25,4,1
Polyester,50.36469236,3.282068924,20.9912453,1,99.77946359,31.19,0,Slightly Off,13.28188567,0,8,1,Damaged,Evening,Trousers,53.24309557,27.33934759,6.37,1,1
Denim,54.00451845,4.581581876,36.0215822,0,99.55892719,22.74,0,Misaligned,10.21418826,0,10,0,Damaged,Evening,Trousers,61.82479971,24.13147091,3.99,2,0
Denim,47.24116243,4.005116531,31.07769396,1,99.11785438,26.43,0,Misaligned,14.05524712,1,4,1,Wet,Night,Blazer,58.5745814,27.67951151,6.62,4,0
Cotton,35.92648216,3.509245674,26.90873167,1,99.11785438,22.72,1,Aligned,16.62965033,1,7,1,Damaged,Evening,Trousers,30,29.26344038,4.91,4,1
Denim,50.51313391,4.231051737,34.51656208,1,99.33839078,24.02,0,Slightly Off,15.20876628,1,6,0,Wet,Evening,Shirt,37.48473426,21.07013431,4.64,3,0
Linen,58.50879267,4.099529848,37.08479776,1,99.77946359,35.13,0,Misaligned,10.65521822,1,1,1,Wet,Morning,Jeans,49.99237285,29.14655753,4.68,1,0
Polyester,49.32112375,3.699891561,28.68985433,0,99.33839078,29.93,0,Slightly Off,13.51555778,1,5,0,Good,Evening,Shirt,64.80002589,25.87871613,4.24,3,0
Denim,45.70047379,4.034901042,32.79053734,1,99.11785438,25.53,1,Aligned,16.39569765,0,4,0,Good,Morning,Jeans,48.4832156,25.31316495,3.41,4,0
Polyester,45.83832524,3.807343202,32.63935718,1,99.55892719,30.83,0,Aligned,16.96631002,1,7,0,Damaged,Night,Jeans,58.74591152,23.01799889,6.92,2,0
Cotton,42.19891219,4.056758673,34.11649816,0,99.33839078,35.19,1,Slightly Off,9.258764191,0,6,0,Damaged,Evening,Trousers,60.98495736,23.77949414,6.01,3,0
Cotton,47.12718733,4.331065337,32.80525212,0,99.55892719,33.19,1,Slightly Off,13.11460498,1,8,0,Wet,Night,Trousers,60.40266258,32.29394647,3.28,2,0
Polyester,58.26330666,4.793008408,38.63319863,1,100,37.18,0,Slightly Off,11.6835999,0,6,1,Good,Morning,Shirt,49.5257572,29.54803838,6.89,0,1
Polyester,38.10083399,3.381092251,28.69135747,1,99.77946359,35.03,1,Misaligned,16.01697813,1,7,0,Damaged,Morning,Shirt,43.51912491,30.88408286,5.35,1,0
Cotton,55.5752013,5.066516687,37.14707949,1,99.55892719,20.79,0,Aligned,13.59781933,0,3,0,Damaged,Evening,Jeans,41.87775614,24.42800645,6.4,2,1
Polyester,38.73667703,3.0239561,27.98226583,0,99.77946359,20.24,0,Misaligned,10.82915977,1,5,0,Good,Morning,Jeans,80,32.39597238,3.18,1,1
Linen,46.678039,3.924107452,35.68762634,1,99.11785438,31.94,1,Aligned,10.07975018,1,1,1,Damaged,Morning,Jeans,59.55426297,26.80019695,3.85,4,1
Denim,43.69215138,4.294158603,32.18492806,0,99.33839078,22.76,0,Misaligned,14.13450906,1,10,0,Wet,Night,Shirt,73.4058291,24.63352101,4.15,3,1
Polyester,39.31021638,4.140495934,33.70497753,1,99.77946359,26.43,1,Slightly Off,12.1631004,0,8,0,Good,Evening,Trousers,46.66889738,23.7658645,5.75,1,0
Linen,41.41374539,3.68865024,31.43603669,0,99.77946359,37.16,0,Aligned,5.940975897,1,5,0,Wet,Evening,Blazer,67.48318443,23.85493702,5.58,1,1
Linen,38.80994078,3.895938875,29.53066853,1,99.33839078,22.84,0,Misaligned,7.209274924,0,8,0,Wet,Evening,Jeans,50.23189313,24.76007095,4.83,3,1
Cotton,35.69743736,3.753499533,31.4728378,1,99.33839078,22.97,0,Slightly Off,14.48072036,1,5,0,Damaged,Morning,Trousers,54.71051557,24.31837289,6.63,3,1
Linen,50.10865747,3.705317622,30.13230785,1,99.11785438,37.38,0,Aligned,15.10669752,0,6,1,Good,Morning,Blazer,52.13636214,29.71285806,3.16,4,0
Cotton,52.60905813,4.424801049,30.99465386,1,100,33.77,1,Aligned,7.10193479,0,3,0,Wet,Night,Jeans,46.20563949,34.80348528,3.17,0,1
Denim,48.81486102,4.178507743,34.80554589,1,99.55892719,35.11,1,Slightly Off,14.9404872,1,4,1,Good,Morning,Trousers,46.35764317,26.25893428,6.68,2,1
Cotton,42.90051335,3.653545202,25.92793437,1,99.33839078,33.51,1,Aligned,12.1014676,1,3,1,Good,Night,Blazer,54.60892697,26.31692376,6.22,3,1
Linen,47.7084385,4.449799938,38.41600806,1,100,25.27,1,Slightly Off,8.032977735,1,4,0,Wet,Evening,Trousers,49.12920197,21.42645678,4.64,0,1
Denim,51.89867795,4.15364976,31.21556486,1,99.55892719,31.04,0,Aligned,10.01181281,1,3,0,Wet,Night,Trousers,56.26720232,24.22421481,3.68,2,0
Cotton,52.22367108,4.406431059,34.76759217,1,99.77946359,22.4,0,Aligned,7.518908203,0,6,0,Good,Evening,Blazer,46.62170688,22.13741628,3.01,1,0
Denim,47.99072977,4.314814421,38.63535211,0,98.89731797,31.85,1,Slightly Off,9.522638208,0,1,1,Wet,Evening,Shirt,62.07460888,29.44034038,4.87,5,1
Linen,39.98788651,3.585502495,30.1731649,1,99.11785438,35.97,0,Misaligned,7.222301098,1,9,0,Good,Evening,Blazer,50.40036582,32.80025959,3.85,4,0
Denim,38.50162019,3.71990948,26.52085408,0,99.77946359,34.15,0,Misaligned,12.33868219,0,8,0,Damaged,Morning,Shirt,71.36933861,23.7568819,6.47,1,1
Cotton,50.45254727,4.373646803,31.94442471,1,100,28.96,0,Aligned,13.01406246,0,9,1,Damaged,Evening,Shirt,54.4937508,26.39083567,3.32,0,1
Linen,50.46408219,4.305185133,32.6435727,1,99.11785438,35.94,1,Aligned,7.347354832,0,3,1,Damaged,Evening,Blazer,53.97818616,26.25460217,3.67,4,1
Linen,45.71317379,3.989549203,33.10032587,0,99.33839078,27.65,0,Aligned,12.07196241,0,2,1,Damaged,Morning,Trousers,71.03535075,29.05017743,3.66,3,0
Polyester,48.97973709,4.058663692,33.54420898,1,99.11785438,31.59,0,Slightly Off,9.468716532,0,4,1,Wet,Evening,Shirt,50.04720215,27.31593125,4.4,4,1
Denim,55.27343085,4.638832448,34.58135267,1,99.77946359,25.25,0,Aligned,12.72873761,1,2,0,Damaged,Evening,Trousers,50.93094184,33.34335934,4.21,1,1
Polyester,45.60441436,3.704214306,26.13208599,1,99.33839078,20.54,1,Slightly Off,5.648350115,1,8,0,Wet,Evening,Trousers,47.99026202,24.75250867,3.09,3,1
